seller_id|proba_churn|dt_ref
0015a82c2db000af6aaaf3ae2ecb0532|0.33171905374133803|2020-10-06
001cca7ae9ae17fb1caed9dfb1094831|1.0123910372839951e-05|2020-10-06
002100f778ceb8431b7a1020ff7ab48f|0.0002276278554278952|2020-10-06
003554e2dce176b5555353e4f3555ac8|0.3684261791019229|2020-10-06
004c9cd9d87a3c30c522c48c4fc07416|0.0001013956826895857|2020-10-06
00ee68308b45bc5e2660cd833c3f81cc|1.8790576892278998e-05|2020-10-06
013900e863eace745d3ec7614cab5b1a|0.000886307145033678|2020-10-06
014c0679dd340a0e338872e7ec85666a|0.007630636672421297|2020-10-06
014d9a685fd57276679edd00e07089e5|0.13370612870426732|2020-10-06
0176f73cc1195f367f7b32db1e5b3aa8|0.08887110914781562|2020-10-06
01bcc9d254a0143f0ce9791b960b2a47|0.7221776372249561|2020-10-06
01c97ebb5cdac52891c0ed1c37ba0012|0.9909520187242521|2020-10-06
01ed254b9ff8407dfb9d99ba1e17d923|0.47671277223246733|2020-10-06
01fdefa7697d26ad920e9e0346d4bd1b|0.012547795857461358|2020-10-06
0241d4d5d36f10f80c644447315af0bd|0.0008406598683413051|2020-10-06
0249d282d911d23cb8b869ab49c99f53|0.04585724250125594|2020-10-06
02c988090b766852e088c69d7fb3b551|0.3738948614300072|2020-10-06
02d35243ea2e497335cd0f076b45675d|0.8862412015090663|2020-10-06
02ecc2a19303f05e59ce133fd923fff7|0.001351678157684014|2020-10-06
02f5837340d7eb4f653d676c7256523a|0.0455514950628647|2020-10-06
04308b1ee57b6625f47df1d56f00eedf|0.01118885915487476|2020-10-06
0432ead42b6c8a0bdf68154add917fdf|0.000516653794841564|2020-10-06
048c2757535328e0d7dac690ad3c0aae|5.0439383623099524e-05|2020-10-06
04aba03279157f6d4e0fe8ccaf21963c|0.3117302099663356|2020-10-06
04e38a233f726ef161074ab1c9b0399a|0.14450992931700654|2020-10-06
04fdea0c111866e6cf812f1570d6b5bd|0.19522774780245436|2020-10-06
0509040ea3fe50071181bbc359eb7738|0.0001519481601487879|2020-10-06
052577151711aec5c744fe12e66db3e1|0.02494434563221812|2020-10-06
054694fa03fe82cec4b7551487331d74|0.05010043408326824|2020-10-06
056b4ada5bbc2c50cc7842547dda6b51|0.001203574756550475|2020-10-06
058cb5aeb36d7c0fcae20fc85d5e0a59|0.9943645307405335|2020-10-06
058fd0aa2bfdb2274e05e1ae971dabb6|0.0001684933750141334|2020-10-06
05a940b4ecae36cadfd8e93bd9c43257|0.21138175052616362|2020-10-06
05d2173d43ea568aa0540eba70d2ca76|0.0003801143561385488|2020-10-06
05f51e13da97139648b8125c31e5f51b|0.259026387946182|2020-10-06
05feb94f19d094d4b0f9281f0b1d4c99|0.6205657842600741|2020-10-06
05ff92fedb5be47920fea08e501238b9|0.010908798427407653|2020-10-06
06579cb253ecd5a3a12a9e6eb6bf8f47|0.05123145287205745|2020-10-06
066a6914e1ebf3ea95a216c73a986b91|0.6699129383694026|2020-10-06
0691148aee60ca47977c187804f935ae|0.0033096592279222297|2020-10-06
06bb3a2fe5e7b7a845b13e8fb91bd944|0.1816851051006142|2020-10-06
06e5eefc71ec47ae763c5c6f8db7064f|0.00013812810541924379|2020-10-06
070d165398b553f3b4b851c216b8a358|0.1798138697074604|2020-10-06
0761743cbffb25d7148189e9f1a5f03a|0.6312604814977911|2020-10-06
077c5fae4bea9500e3737b16f71b9d3a|0.38437389737938243|2020-10-06
07bf9669d84d1f11be443a9dd938f698|0.9879676310087093|2020-10-06
080102cd0a76b09e0dcf55fcacc60e05|0.0005671246338854592|2020-10-06
080199a181c46c657dc5aa235411be3b|0.0024672565679758718|2020-10-06
08061dc0fc165ed41288cc7acde738ee|0.9900576006920182|2020-10-06
081acf3de680d554796c9cf041be7bc2|0.06439516426296667|2020-10-06
082e0bf4cb865a6533b1e8e498cc0255|0.13115624989200553|2020-10-06
08633c14ef2db992c11f840f04fad4cd|0.033886063418112164|2020-10-06
0885aaf116795758dfeb5f1032487bcd|0.26820637266943487|2020-10-06
08d2d642cf72b622b14dde1d2f5eb2f5|0.001125454525735904|2020-10-06
091065b789659bc3cd9af9cb3a6253ff|0.9569635617939474|2020-10-06
093805f8f2aeb63881444571e1f48f30|0.04665353531875385|2020-10-06
09883d9ab71c8fe8a9bfc7fc3075b07e|0.799624145909788|2020-10-06
099095b050cfe8eb1ddff5317587e96e|0.01684175851788902|2020-10-06
09f952a5f58d2285b0372551ae8f9b01|0.003460984417959307|2020-10-06
0ac4201fda2c68ebc0e47cb9423cf3c9|0.7061699783148224|2020-10-06
0ad80de75c811326389cfb1daba7d45e|0.07141239396246946|2020-10-06
0adac9fbd9a2b63cccaac4f8756c1ca8|0.006888102446699888|2020-10-06
0ade5cc4a305ed7093a23f68ca47519c|0.7841089569076721|2020-10-06
0aea4c6ae1505b3228ddf3dd7822ee5b|0.2558729998363424|2020-10-06
0afccdb8a34ee5c79f7c06faf2b4d56e|0.012472873971422221|2020-10-06
0b35c634521043bf4b47e21547b99ab5|0.011123029197956472|2020-10-06
0b3f27369a4d8df98f7eb91077e438ac|0.41322216021760305|2020-10-06
0b90b6df587eb83608a64ea8b390cf07|0.00021635017983968226|2020-10-06
0bae85eb84b9fb3bd773911e89288d54|2.807157438832379e-06|2020-10-06
0bb738e4d789e63e2267697c42d35a2d|0.007067487345576749|2020-10-06
0be8ff43f22e456b4e0371b2245e4d01|4.5459751086421715e-05|2020-10-06
0bf0150d5b9d60d9cd2906003332f085|0.00012626330730221|2020-10-06
0bfd0b434243adc5c2e1aa6baf19c6aa|0.14205822933258402|2020-10-06
0c7533c71df861ec58ad7ff999ed0e8d|0.012840883160553004|2020-10-06
0c8380b62e38e8a1e6adbeba7eb9688c|0.9974124207812882|2020-10-06
0cbcee27c791afa0cdcb08587a2013a8|0.008287549041672487|2020-10-06
0d33a55da925bbf1ff02af5f6059fc7f|0.1293793227331107|2020-10-06
0d4c8269e7f0401201794deef160edd6|0.8327253790709187|2020-10-06
0d83f8e03188682112cc0d93523705cc|0.24504741198919752|2020-10-06
0d85bbda9889ce1f7e63778d24f346eb|0.9307704999799795|2020-10-06
0db783cfcd3b73998abc6e10e59a102f|0.0017727734676820418|2020-10-06
0dd184061fb0eaa7ca37932c68ab91c5|0.024647326009324268|2020-10-06
0df3984f9dfb3d49ac6366acbd3bbb85|0.057438067451612944|2020-10-06
0e44d110fa6a54e121cb2c095a77762f|0.0602960774011962|2020-10-06
0ea22c1cfbdc755f86b9b54b39c16043|0.013100483046052122|2020-10-06
0eaa7e33d73809f1f925f7d07c506cbd|0.5037331977650046|2020-10-06
0ebd97a106433a45a4aebe57c1799778|0.0003081294598040131|2020-10-06
0ed6ce5d87fd9c69eaacaeb778d67235|0.001730301661652805|2020-10-06
0ef83d7d83ed97cd2a0049ac8be5f88a|0.023088147456694977|2020-10-06
0ff83046c3fa22efee8ecf291888b191|0.07877873818453736|2020-10-06
10076e5788b8ee532724bcd460baf762|0.8689673266908179|2020-10-06
10089e9f2fd0c668a8fd4e52e1698888|0.9857612307157694|2020-10-06
1025f0e2d44d7041d6cf58b6550e0bfa|2.7995418807063708e-06|2020-10-06
1099a00e0ee3a50935e6c2447ca090c5|0.1422367409786262|2020-10-06
10ff823eda2b032e2c93d17a7d294736|0.7226298573532631|2020-10-06
1127b7f2594683f2510f1c2c834a486b|0.000224591541372841|2020-10-06
11305281b50fff20ae8bb473f8e11876|0.9956085277321886|2020-10-06
113e3a788b935f48aad63e1c41dac1bd|0.0009760765208900645|2020-10-06
116ccb1a1604bc88e4d234a8c23f33de|0.04714273097029717|2020-10-06
119c7f1a00ef43fad0e57604e76a747c|0.976668390393694|2020-10-06
119d1aef1b4144adba89163f6cd9f5d4|0.6124388496423797|2020-10-06
11bfa66332777660bd0640ee84d47006|0.0004073007833686147|2020-10-06
1284de4ae8aa26997e748c851557cf0e|0.9808336690287287|2020-10-06
128639473a139ac0f3e5f5ade55873a5|3.4539948208369043e-06|2020-10-06
128f9bfbe4c7d5185033914b1de3d39a|0.07432934224078151|2020-10-06
12a8eb0f8d1cd3270695bf2a99f55966|0.8464761778668234|2020-10-06
12b9676b00f60f3b700e83af21824c0e|1.9345561405755216e-05|2020-10-06
12c2ed9cded6138cf0c75f525f565fc7|0.3120473137873396|2020-10-06
13074f016982ff2bd6c58ced8682f000|0.017133032686946575|2020-10-06
1336efc61c316ddf92c899eb817f7cae|0.9206361463276034|2020-10-06
1354d51653f645349064725ed204e85e|0.0007313928343936526|2020-10-06
13d058e4eeac2ce8217660b2f8a05812|0.22384689809306257|2020-10-06
13f57c12a00ed4610db646b913a7f5c6|0.35804687331550555|2020-10-06
1430239a858e7682bbc43b20758af153|0.0826688664505112|2020-10-06
1464afc72f696af775557a821c2e253f|0.7709088914178174|2020-10-06
14d7985702e72162bbf13b6beb74ab2b|0.0001358006236786633|2020-10-06
14ee35374a7876217954b5fa08e50463|0.10149730035343127|2020-10-06
152ee17e4c8aaf53dac99f3462e4999b|0.6402162459553118|2020-10-06
1554a68530182680ad5c8b042c3ab563|0.014002602637701098|2020-10-06
157c3e4b42f81ac4a44e8b1ca2fe9876|0.012665349308554574|2020-10-06
1588ac4010787100dddef64568f0ae35|0.039235384034669876|2020-10-06
15aac934c58d886785ac1b17953ea898|9.773823953219353e-06|2020-10-06
15b3b1b81484422eb41df68ac87f1f50|0.6721470426395146|2020-10-06
16090f2ca825584b5a147ab24aa30c86|0.0002196938456501911|2020-10-06
160e4f13fd3a64b1b86807be88b5ffb0|0.933209524377867|2020-10-06
165fc07beebdcb6190fba8a06db2a449|0.008531306541996716|2020-10-06
1660ad786c27fd935378b6192a90b417|0.834880788811075|2020-10-06
167fd940acebc789debd6eb418c46e38|0.04972382215120259|2020-10-06
17306570e772e7718c92a562d33f5f1d|0.04553422477104806|2020-10-06
1746c1ae87ac63d530c7c943d0ac42e2|0.04151342757425605|2020-10-06
1771297ac436903d1dd6b0e9279aa505|0.08363244006891588|2020-10-06
1782ce2db72c3dda627d5e7c898104e1|0.010966069909526917|2020-10-06
17908cf9b444ee34047cadd5c0f4a516|0.8925424222643402|2020-10-06
17a053fcb14bd219540cbde0df490be0|5.857174269498274e-06|2020-10-06
17ca9b9e9b9ef8fdb529001b49ebb50f|7.454609392204658e-07|2020-10-06
17e34d8224d27a541263c4c64b11a56b|0.0006752373198017653|2020-10-06
17f51e7198701186712e53a39c564617|0.008215738947122221|2020-10-06
180c3376aff0e43dd5788709df48a843|0.8550522222648409|2020-10-06
1835b56ce799e6a4dc4eddc053f04066|2.875215746392871e-06|2020-10-06
1838dd9b8977065acf51d95e0053ea7a|0.0003713548522855467|2020-10-06
184a67a8f9f63234d3a92340bbdb727f|0.9987833149592871|2020-10-06
18a349e75d307f4b4cc646a691ed4216|0.05557423722536805|2020-10-06
1900267e848ceeba8fa32d80c1a5f5a8|3.3243774838840894e-06|2020-10-06
191d55f7edb8524d525ed01b20fe32e8|0.013254856536065479|2020-10-06
1987cd4be10fe09ee50454f9c354d1c6|0.00047473342441908746|2020-10-06
19e0f40a907ec568c34bfac15de4f4a1|0.6268293037657066|2020-10-06
1a3df491d1c4f1589fc2b934ada68bf2|0.03022620587043406|2020-10-06
1acde099eb406aa220b1169b188b42da|0.563952262391732|2020-10-06
1b0b0f4f95e962d6f32fe90c759d0479|0.6353917195123748|2020-10-06
1b1ae47a313a825a7ccceb8e2e30fa9d|0.0820687337504187|2020-10-06
1b4c3a6f53068f0b6944d2d005c9fc89|0.002549421637805381|2020-10-06
1b7e5006cb25dd23ce8686691013b121|0.029140521791944998|2020-10-06
1b8356dabde1d35e17cef975c3f82730|0.9917187945250131|2020-10-06
1b8b75e227c9a9c100d0c210fb6176ce|0.10208471833800571|2020-10-06
1b938a7ec6ac5061a66a3766e0e75f90|0.012322237955395469|2020-10-06
1bb2bdb95f4841f1bba2c0d2cd83d3c9|0.0014282185340124248|2020-10-06
1bb3812d5f0747a3ab7348f199001a10|0.006743979731803457|2020-10-06
1c129092bf23f28a5930387c980c0dfc|1.7226886291384822e-06|2020-10-06
1c5e4e49b9079480255b49d50aac1aa9|0.7065031660085401|2020-10-06
1c68394e931a64f90ea236c5ea590300|9.435629591847727e-05|2020-10-06
1ca7077d890b907f89be8c954a02686a|4.991381229692192e-07|2020-10-06
1caf283236cd69af44cbc09a0a1e7d32|0.8800283777374261|2020-10-06
1ce3ae5a399804d1a87e706f8a813c3e|0.022683884851699584|2020-10-06
1d0997ff06b524ce9289ffd75114ecd3|0.09168068567053639|2020-10-06
1d139e3a3b14025640d8df1b230aace0|0.7542160399024438|2020-10-06
1d29dfba02015238dfbe2449a5eaa361|0.0008876034094312462|2020-10-06
1d4587203296c8f4ad134dc286fa6db0|0.3313946114776544|2020-10-06
1d8dbc4f32378d715c717c1c1fc57bae|0.0016127262878895931|2020-10-06
1da366cade6d8276e7d8beea7af5d4bf|0.00025918514284568184|2020-10-06
1da3aeb70d7989d1e6d9b0e887f97c23|4.311789589666511e-05|2020-10-06
1dcfa3835714681d4ba4a93bc1e0fd41|0.014953789396375155|2020-10-06
1dd33b8119b3cb1056ed5dc88cd0aaf4|0.0033947027062469345|2020-10-06
1dfe5347016252a7884b694d4f10f5c4|0.002373456797574058|2020-10-06
1e8b33f18b4f7598d87f5cbee2282cc2|0.00209180805741412|2020-10-06
1eade46fba20122dc4aefb379f8c636b|0.0006827755634368127|2020-10-06
1f1bb1f0859883505541bdd6606193e5|0.29727530554641957|2020-10-06
1f50f920176fa81dab994f9023523100|6.6121925843686645e-06|2020-10-06
1f867308a0ce13133a4e639ff4de0c02|0.3566958873371347|2020-10-06
1f9ab4708f3056ede07124aad39a2554|0.0520202202745682|2020-10-06
1fdc574883ef3b33ad41562d93f3a74a|0.06731641415671565|2020-10-06
1fe61aa5494bd3ae92a2c13e067c810f|0.4368192882887224|2020-10-06
2009a095de2a2a41626f6c6d7722678d|0.9981621184843256|2020-10-06
2063dd1b9f568df1c16741ea7d3e6adb|0.13138824633514204|2020-10-06
2089a6d640999f9b9141ac719b2af596|0.2877885928002113|2020-10-06
20cb7c2fde3e5bf10f0bbe7394e1c6a9|0.05205491207890986|2020-10-06
20d53aad4fe5ee93a64f8839609d3586|0.9748459906321109|2020-10-06
20d83f3ef0e6925fd74bfd59170babf7|0.0010373818455358256|2020-10-06
2138ccb85b11a4ec1e37afbd1c8eda1f|0.00804731432768005|2020-10-06
213b25e6f54661939f11710a6fddb871|0.015764945445356508|2020-10-06
2156f2671501a81034d7d07f217609d0|0.1475887805042286|2020-10-06
218d46b86c1881d022bce9c68a7d4b15|2.174765965872162e-06|2020-10-06
218f991754f360af9c2daa5e0b8e990c|0.02723340129203723|2020-10-06
2199e7fe213c16213bf5d6a7eadc9a5d|0.004109209318368805|2020-10-06
21e83881401b92b49fb09a16d3852291|0.013836412614568486|2020-10-06
2235cf78d3e2073a88146a9cb60f0dd0|0.8872376931712739|2020-10-06
229c3efbfb0ea2058de4ccdfbc3d784a|0.008739616764380951|2020-10-06
232a6014e7b10cba61c6c2b2ea6bb4b0|0.050665133676712826|2020-10-06
23613d49c3ac2bd302259e55c06c050c|0.9863775338435496|2020-10-06
236585a4ddb5fea9fa40233e2249ed91|0.12775235027371531|2020-10-06
238fac594e170b59c6d228f5a4f4f1d9|0.010780255916238372|2020-10-06
23d7c96d4a1160db1c726b248601b25a|5.773637880340002e-05|2020-10-06
23ff42c4bf1f8f16cddb19d8b972974a|0.8133333321468497|2020-10-06
244b04680fdbded0acf5aebd9c92b44a|0.08265337172046962|2020-10-06
244c2f1bff6afe1f2eaf9bfe9b2aed38|0.000285193077346363|2020-10-06
2528513dd95219a6013d4d05176e391a|0.00017231095388388297|2020-10-06
2528744c5ef5d955adc318720a94d2e7|0.6309316712421396|2020-10-06
253c025bab43881055aeecde5e2d8b77|0.10005772676477712|2020-10-06
259f7b5e6e482c230e5bfaa670b6bb8f|0.003847558374510421|2020-10-06
25c5c91f63607446a97b143d2d535d31|5.630785217250963e-06|2020-10-06
25cf099de44674fde97473224f9d59ab|0.018769873718604304|2020-10-06
25debeafbce801fdd479539350185eee|0.5850383981930153|2020-10-06
25e6ffe976bd75618accfe16cefcbd0d|1.3888047757562897e-05|2020-10-06
26785a546900236d66f2e4197c211158|0.011484829928765952|2020-10-06
26bad72add1f86e08a776ce4ffdaf1ca|0.42632858320838546|2020-10-06
26d8a1c7c75d513045798992ead43aa2|0.007955495034589704|2020-10-06
270297ead4c65a6cd2593960d2af6b21|0.35022476675810865|2020-10-06
2709af9587499e95e803a6498a5a56e9|0.9358858404129418|2020-10-06
270d3ef21830ad0ecf3a6c53d08a533a|0.7929542060358897|2020-10-06
272f092de69afedd4d2969440b37f18f|0.9956503445477031|2020-10-06
2745f798279e0ed033addcc1474776d7|0.00025137401555203347|2020-10-06
27a56ff04b34c2ba34ce6ba4d3b9d616|0.5344241595282511|2020-10-06
282f23a9769b2690c5dda22e316f9941|6.374823697375037e-07|2020-10-06
28ea411b354f14b1a494be4e79f0ce02|0.00985753725097874|2020-10-06
28fb0829fd777877cdc350d25cb5bd5b|0.16997797119728097|2020-10-06
293dee954235e4e4e43f129313625ebe|0.14113761878156655|2020-10-06
2953ce3a88f5e3c3b696d77fc9e4c8eb|0.9100625655359734|2020-10-06
2a1348e9addc1af5aaa619b1a3679d6b|0.0010581844803303397|2020-10-06
2a261b5b644fa05f4f2700eb93544f2c|0.016627724564568427|2020-10-06
2a50b7ee5aebecc6fd0ff9784a4747d6|0.3876825053604964|2020-10-06
2a5b78b41cd05baeac8df54c6606b92c|0.6986703790046268|2020-10-06
2a61c271b1ac763450d846849783e922|0.017696212929014916|2020-10-06
2a6fbeaa7ab9e5d59a35841a8da71ce4|0.035361838429564904|2020-10-06
2a7c6c0b0d5efde2bf75ec1e1cec2d41|0.0627834842974952|2020-10-06
2a7dc43cecabf23403078e2188437d1d|0.0007908367390471599|2020-10-06
2a84855fd20af891be03bc5924d2b453|0.01384957829822624|2020-10-06
2aa3443d7bf9d9bb11133f420d75e083|0.29056589847966263|2020-10-06
2addf05f476d0637864454e93ba673d5|0.00642490591197976|2020-10-06
2b03ac196f5ed62ac483960fe0fa3b65|0.016461092624414475|2020-10-06
2b1a40c1daabc6ca280c4b815c101841|0.24518450493899627|2020-10-06
2b3e4a2a3ea8e01938cabda2a3e5cc79|0.18216227362389978|2020-10-06
2b5ed0c9139dae8883a200dfcb272ece|0.9745602143496641|2020-10-06
2bd05d410a8fd26dc4184a15f4f2f588|0.2727316109172636|2020-10-06
2be17df1c49978426251562096c3cc09|0.0004543609953139897|2020-10-06
2bf6a2c1e71bbd29a4ad64e6d3c3629f|0.04554430855148388|2020-10-06
2c3d56f92f360fb89d849b84e8f50eae|0.11539723479613634|2020-10-06
2c4c47cb51acd5ea5db5e0ae0e26542a|0.18395761855478365|2020-10-06
2c54051840f19eca309a5423cf22df36|0.411520812946742|2020-10-06
2c9e548be18521d1c43cde1c582c6de8|1.086980207866875e-05|2020-10-06
2d2c62bef4c8ba0dd74e0e228e808539|0.037758013910216645|2020-10-06
2d50d6282f8aa2257819a77bfaa0efe0|6.958171993824595e-06|2020-10-06
2dee2ce60de9709b1a24083217181a1f|0.00010574629767067567|2020-10-06
2e13c71026e1a39ba5cc1b86dcb679aa|0.6019078220311509|2020-10-06
2e1a7d075abe038c1b2743005fe42ff1|0.026357988021742145|2020-10-06
2e1c9f22be269ef4643f826c9e650a52|1.0484594116122874e-05|2020-10-06
2e3be8a987a30d7544dbbda6861cc14e|0.28287623917600224|2020-10-06
2e90cb1677d35cfe24eef47d441b7c87|2.0976600035592174e-05|2020-10-06
2ec6e37d992a95eaddb3369dcbcc76d9|0.9163328872519642|2020-10-06
2ee0a0689f2f6a72f35a7cb6033f6e7e|0.08176975726777382|2020-10-06
2f1e7b90e01d9f086cbcb301c0c3d406|0.9560353904487001|2020-10-06
2f3d8b4c9e2ee165075331fea3f3095a|0.7911762471396373|2020-10-06
2f74af7a0ee5636f12c2336f9fffed47|0.483378820958992|2020-10-06
2fdde51ad3e12f297da656d4fbd5d0b5|0.9975743902599941|2020-10-06
2ff6b7bff164ef05590a52734e1296da|0.34542613560495694|2020-10-06
3078096983cf766a32a06257648502d1|6.352631230788759e-05|2020-10-06
30a2f535bb48308f991d0b9ad4a8c4bb|0.00010348417905414674|2020-10-06
30c7f28fd3a5897b2c82d152bb760c17|0.7345287047673401|2020-10-06
31344c16881c08a8a72c6d2eb29918c1|0.008858480049517338|2020-10-06
318f287a62ab7ac10b703ac37435a231|0.0015925504454560259|2020-10-06
31ae0774c17fabd06ff707cc5bde005f|0.9756868784090986|2020-10-06
31da954dc0855f2495c6310f70a2f931|0.03586158718344386|2020-10-06
325f3178fb58e2a9778334621eecdbf9|0.0025648553024377107|2020-10-06
32f83ffe11cd40f7adcf4eef171f52d9|0.3744364588971116|2020-10-06
3340ef1913fb70d28420f6ceb685c339|0.15446029561811506|2020-10-06
33576ec5412fb5905d876f12f33bfde6|0.000571596704100312|2020-10-06
3361277dc30b7cccdb0c286b24219756|0.008947571706649365|2020-10-06
33a17d60c64393351ebf1ef860f4e0f2|0.375742157318851|2020-10-06
33ac3e28642ab8bda860a2f693000e78|0.03615006088913263|2020-10-06
33c51922b6e3c16b24a8f28e5833c99d|0.006262858473137097|2020-10-06
34056b8b55c1775a22af2331670a799c|0.04573096644101183|2020-10-06
343e716476e3748b069f980efbaa294e|0.8079579653534212|2020-10-06
34d1ca11b242c0fee2c834ae8d788566|0.0684514362862899|2020-10-06
3504c0cb71d7fa48d967e0e4c94d59d9|0.8274161102818985|2020-10-06
35857757f553273b1056c1cabdace7fb|0.8130160507995837|2020-10-06
3586b8580d9c917874e053a1bb37b5ff|0.1713693078821577|2020-10-06
35fb511489d9ee3ee27a76debce9df06|0.9787695807317287|2020-10-06
36a968b544695394e4e9d7572688598f|0.026336580741550424|2020-10-06
37303482a42fb700d8d127e70a9cd6c8|0.23827090708722815|2020-10-06
373ee4a3a775a733770ca3f790b8b9ac|0.007692850847775379|2020-10-06
37515688008a7a40ac93e3b2e4ab203f|3.768671840595381e-06|2020-10-06
376a891762bbdecbc02b4b6adec3fdda|0.0001255281195613844|2020-10-06
3771c85bac139d2344864ede5d9341e3|0.1654498929514215|2020-10-06
3785b653b1b82de85ab47dd139938091|0.915721913331631|2020-10-06
37be5a7c751166fbc5f8ccba4119e043|0.025257908141801778|2020-10-06
37dd29b36c458d82f74a953c40c43645|0.10535003259200795|2020-10-06
38102b031c2a15e54623d711bfc753d3|0.9474900576552147|2020-10-06
381c83fdca332ea6afd896da20bf6e4a|1.6348504435682955e-05|2020-10-06
38874e327ce94d11390b96eb42d61928|0.9990752422029738|2020-10-06
38af8acfd46ac4a7bf754e8ca6736664|0.012129418015310785|2020-10-06
38e679b9e0064cd94c6f035707344dae|0.9998132184590474|2020-10-06
38e6dada03429a47197d5d584d793b41|0.4099220193503265|2020-10-06
38f276ca6e7cc95a6d1bb55ac9e5550f|0.782677870844841|2020-10-06
391fc6631aebcf3004804e51b40bcf1e|0.000211802221998905|2020-10-06
392e0502231ae2f8b29994ef6398cd77|0.37466179506338215|2020-10-06
3969863bb8af7f72580b3b1ffd3a17b3|0.000580608877322253|2020-10-06
39c763cca83e654764b7a4a650fb9b7c|0.259730040003399|2020-10-06
39d54ff918774174706fb065d7f9dc07|0.10084126960571449|2020-10-06
3a1a1fec38dd360f15fc912e821e169d|0.5535299355612204|2020-10-06
